V,alpha,theta,dele
0.7785323472817373,0.18672890420795396,0.09247546452648543,0.5903549414521936
0.7799842269047055,0.1905075773515072,0.09169608407672997,0.5809277458126748
0.7814546300928911,0.1944124256905671,0.0910240520886794,0.5711201816044793
0.7829428140448171,0.19845885113812184,0.0904661929146872,0.5607683224688973
0.7844479851447494,0.20266345238072608,0.09002989017696353,0.5496796463810999
0.7859692956802823,0.20704391208626596,0.08972308166904422,0.5376515226850571
0.7875058409577521,0.21161882577802327,0.08955423853809404,0.5244945986941305
0.789056656886501,0.21640746173596775,0.08953232503462695,0.5100614866809782
0.7906207180984831,0.22142944175777288,0.08966673491702915,0.49428087156190786
0.7921969366634724,0.2267043343263188,0.08996720060542665,0.47719498816031286
0.79378416145224,0.2322511551388605,0.09044367148644648,0.4589937174492262
0.7953811781906368,0.23808777548952342,0.0911061584829944,0.4400322544382513
0.7969867102366726,0.24423024696472695,0.09196454323023723,0.4208154063240104
0.7985994201006676,0.2506920613167948,0.09302835203736004,0.40193667984727466
0.8002179117155893,0.2574833767252181,0.0943064973254284,0.38397820343947464
0.8018407334511017,0.264610254727389,0.09580699240910132,0.3674011800241615
0.8034663818509492,0.2720739638607848,0.0975366492241717,0.35246841637238774
0.8050933060594619,0.2798704137286222,0.09950077264261215,0.3392277057104712
0.8067199128895218,0.28798978369386313,0.10170286894134342,0.3275548684891499
0.8083445724716883,0.29641640114674705,0.10414438920676128,0.3172298808277487
0.8099656244126502,0.3051289043093912,0.10682453023515893,0.3080135510490903
0.81158138438109,0.31410069548267866,0.10974011505881372,0.29970285273575425
0.8131901510307016,0.32330065713341527,0.11288557193097773,0.2921582536252128
0.814790213163705,0.33269407209264934,0.1162530240976017,0.2853071714577954
0.8163798570339298,0.3422436674097235,0.11983249315095622,0.2791319633047863
0.8179573736864946,0.35191069369010247,0.12361220705685251,0.2736506492541509
0.8195210662313189,0.361655958286091,0.1275789916200934,0.2688964956611455
0.8210692569501222,0.3714407473026867,0.13171871325947285,0.2649002761810409
0.8226002941411017,0.3812275914449993,0.13601673368606743,0.26167714275953635
0.824112558611939,0.39098084856065823,0.14045833519863302,0.2592186868470902
0.8256044697399703,0.40066708909323895,0.14502907968673961,0.25748987927842537
0.8270744910279667,0.41025528131951844,0.14971507465674633,0.25643004552925014
0.8285211350947382,0.419716785174905,0.1545031339653407,0.2559567780388141
0.8299429680513495,0.42902517997921613,0.15938083680421355,0.25597164069147005
0.8313386132258043,0.4381559726227338,0.16433650284066822,0.256366621710558
0.8327067542112918,0.4470862548748118,0.16935911168356316,0.2570304843632731
0.834046137225172,0.4557943944285349,0.17443819939858746,0.25785440059677606
0.8353555727775399,0.464259846408004,0.1795637633219744,0.2587364907457839
0.836633936659194,0.47246315518453474,0.1847261998474932,0.2595851037562635
0.8378801702689191,0.4803861807212519,0.1899162900216041,0.26032083988024496
0.8390932803090372,0.4880125361117174,0.19512523689723182,0.2608774354248984
0.8402723378860293,0.4953281753748802,0.2003447487472091,0.2612016994827743
0.8414164770596252,0.5023220358625181,0.20556715495421315,0.2612527237902396
0.842524892889056,0.5089866270365503,0.21078553744509687,0.2610005894455177
0.8435968390291618,0.515318469038427,0.21599385993276485,0.26042477829758404
0.8446316249317987,0.521318315225753,0.22118707937883736,0.2595124704749659
0.8456286127095267,0.5269911328192894,0.22636122806091571,0.25825687820703813
0.8465872137190263,0.5323458543860807,0.23151345940247878,0.25665573293412963
0.8475068849211318,0.5373949421388441,0.23664205541200747,0.254710009364819
0.8483871250729635,0.5421538232833708,0.24174639754437693,0.25242293770654367
0.8492274708054686,0.5466402582446873,0.2468269056960102,0.24979932491571608
0.8500274926369029,0.5508736975347619,0.25188495179046766,0.2468451788831659
0.8507867909695171,0.5548746712613292,0.2569227551089543,0.2435676074363798
0.8515049921130713,0.5586642414950337,0.261943266387667,0.23997494799302585
0.8521817443749149,0.5622635346065666,0.26695004699753744,0.23607707400415429
0.8528167142523346,0.5656933598162129,0.2719471484860753,0.23188582045363282
0.8534095827587764,0.5689739121608133,0.2769389965973872,0.22741547132513085
0.8539600419114889,0.5721245528121043,0.2819302827425441,0.22268325535029398
0.8544677914041554,0.5751636567473931,0.28692586486234595,0.21770980072990748
0.8549325354842671,0.5781085166161749,0.29193067875771544,0.21251950346941553
0.8553539800513512,0.5809752917130635,0.29694966027514136,0.2071407667446169
0.8557318299887723,0.5837789917918078,0.301987678219386,0.20160607034739553
0.8560657867386627,0.5865334866806351,0.3070494775033864,0.19595183054600032
0.8563555461266463,0.5892515340354815,0.3121396318105162,0.19021801302794075
0.8566007964403948,0.5919448189333405,0.31726250491036967,0.18444746674366008
0.8568012167636889,0.5946240002693453,0.32242221971124174,0.17868495626134995
0.8569564755655641,0.5972987600324408,0.3276226341288342,0.17297588619934523
0.857066229542255,0.5999778524813947,0.33286732288389154,0.16736473424746623
0.8571301227080387,0.6026691510303651,0.33815956439748773,0.16189323897389798
0.8571477857296622,0.6053796912969328,0.34350233202130054,0.15659842342292044
0.8571188354978274,0.6081157092856652,0.34889828891390917,0.15151057233447324
0.8570428749281588,0.6108826740984112,0.354349785948008,0.146651315198618
0.8569194929831949,0.6136853148990419,0.35985886210422635,0.14203199393026053
0.8567482649061667,0.6165276421335213,0.3654272468733691,0.13765250718450572
0.8565287526566823,0.6194129632315931,0.37105636424957206,0.13350081848249504
0.8562605055378524,0.622343893206707,0.3767473379522417,0.12955328935847726
0.8559430610038955,0.6253223607359316,0.3825009975651839,0.12577595109291234
0.8555759456367945,0.6283496104486225,0.3883178853278125,0.12212676139616972
0.8551586762801575,0.631426202286025,0.39419826335664526,0.11855881018325307
0.8546907613180258,0.6345520089157868,0.40014212111628256,0.11502434739477853
0.8541717020859653,0.6377262122952242,0.4061491829985516,0.11147941208596834
0.853600994401381,0.6409473005726104,0.41221891590686716,0.10788875141474198
0.8529781301995705,0.6442130665923155,0.4183505367806916,0.10423063527773543
0.8523025992616066,0.6475206093212234,0.42454302003208677,0.10050110141448432
0.8515738910196997,0.6508663395332447,0.430795104902713,0.09671711303737003
0.850791496425229,0.6542459910680286,0.4371053027847495,0.09291808806812474
0.8499549098641748,0.6576546389114357,0.44347190458229857,0.08916528615456039
0.8490636311042259,0.6610867252222061,0.44989298822013957,0.08553864627090282
0.8481171672573908,0.664536094246912,0.45636642643310726,0.08213088691210893
0.8471150347415327,0.6679960368220118,0.4628898949907301,0.07903903486283907
0.8460567612238776,0.6714593448600575,0.4694608815271277,0.07635402621536799
0.8449418875292594,0.6749183758638388,0.4760766951543203,0.07414955769389261
0.8437699694956571,0.6783651271197766,0.48273447703732253,0.07247182598341731
0.8425405797595019,0.6817913188071865,0.48943121210101453,0.07133200426142136
0.841253309453291,0.6851884848445943,0.49616374202141594,0.07070311251066834
0.8399077697982854,0.6885480699022135,0.5029287796277978,0.0705222826443795
0.8385035935755056,0.6918615306662239,0.5097229248073252,0.07069839965168442
0.8370404364589021,0.6951204391693917,0.5165426819615595,0.07112396924901884
0.8355179781955013,0.6983165858239483,0.523384479015282,0.07168914769242063
0.833935923618525,0.7014420797205071,0.5302446879243389,0.07229544277062606
0.8322940034809675,0.7044894437974546,0.5371196465722957,0.07286676543831948
0.8305919750989258,0.7074517026363684,0.5440056818877697,0.07335619152848472
0.8288296227960903,0.7103224608895575,0.550899133957393,0.07374775226192216
0.8270067581432485,0.7130959706773572,0.5577963808557366,0.07405353998412122
0.8251232199894006,0.7157671866811476,0.5646938638650749,0.07430717448883853
0.823178874284132,0.7183318080761962,0.5715881127166152,0.07455511080502088
0.8211736136941943,0.7207863068690239,0.5784757704521465,0.07484736890762758
0.8191073570207861,0.7231279426023633,0.5853536174822859,0.07522908850480704
0.8169800484277323,0.7253547637469561,0.5922185944053218,0.07573395130341895
0.8147916564945803,0.7274655963996007,0.5990678231495273,0.07638006762813417
0.8125421731124874,0.7294600211440245,0.6058986260115459,0.0771684802576872
0.8102316122445603,0.7313383391047805,0.612708542183752,0.07808406109093377
0.8078600085759455,0.7331015283393947,0.619495341393428,0.07909830650669342
0.8054274160823216,0.734751191779453,0.6262570343153016,0.08017339100124846
0.802933906548395,0.7362894979584517,0.632991879465123,0.081266809618835
0.8003795680704217,0.7377191157650599,0.6396983863343848,0.08233600472001364
0.7977645035785262,0.7390431444460787,0.6463753145837402,0.08334249924003904
0.7950888294155216,0.7402650400631664,0.6530216691740401,0.08425521277040188
0.7923526740089264,0.741388539588103,0.6596366913783088,0.08505278960653614
0.7895561766717966,0.7424175838070355,0.6662198456847925,0.08572489932185444
0.786699486565724,0.743356240196125,0.6727708026700356,0.0862725702450011
0.7837827618558258,0.7442086269283817,0.6792894179917787,0.08670768257516813
0.7808061690826815,0.7449788391714223,0.685775707724572,0.08705178453941816
0.7777698827699998,0.7456708788343972,0.6922298203366964,0.08733440848110485
0.7746740852792783,0.7462885889145682,0.6986520056861016,0.08759106099177358
0.7715189669140324,0.7468355935747922,0.7050425814959759,0.08786104807375557
0.7683047262664174,0.747315245047276,0.7114018978578915,0.08818527718580021
0.7650315707885379,0.7477305784013369,0.7177303004022682,0.08860415570200088
0.7616997175597187,0.7480842751288123,0.7240280928716982,0.08915568150691013
0.7583093942099592,0.7483786363858073,0.7302954999312609,0.08987379721892481
0.7548608399491364,0.7486155665798337,0.736532631148796,0.09078705570171382
0.7513543066419125,0.7487965678037652,0.7427394471734284,0.09191762191387828
0.7477900598602818,0.7489227453899638,0.7489157292268527,0.09328061566484025
0.7441683798399905,0.7489948245879261,0.7550610530913641,0.09488378243031825
0.7404895622643004,0.7490131780564868,0.7611747688215776,0.096727465900017
0.7367539187994299,0.7489778635080724,0.7672559874110527,0.0988048470610152
0.73296177731097,0.7488886704500184,0.7733035755961126,0.10110241077343947
0.7291134817001417,0.7487451745401572,0.7793161598604209,0.1036006020948659
0.7252093913130718,0.7485467976152214,0.7852921404971547,0.10627464093646734
0.7212498798953502,0.7482928709659625,0.7912297162718795,0.10909547470901283
0.71723533408763,0.747982698927017,0.7971269197899317,0.1120308641126688
0.7131661514853044,0.7476156193265711,0.8029816630909188,0.11504661685721841
0.7090427383152886,0.7471910568042887,0.8087917922579819,0.11810800767163902
0.7048655068143493,0.7467085644590661,0.8145551489363039,0.1211814502974272
0.7006348724244645,0.7461678487358883,0.8202696356108244,0.12423651785559095
0.6963512509495827,0.745568771912851,0.8259332803198357,0.1272484408567762
0.6920150558426518,0.7449113260241605,0.8315442952231715,0.13020124422958348
0.6876266958099032,0.7441955715877863,0.8371011221731453,0.13309170965246975
0.6831865729291781,0.7434215341574144,0.8426024572608798,0.13593435475875468
0.6786950814787883,0.7425890515827868,0.848047245381073,0.13876758460683397
0.6741526076620462,0.7416975650818131,0.85343463537496,0.14166105832940779
0.66955953038944,0.7407458479996006,0.8587638865273124,0.14472407551965152
0.6649162232458364,0.7397316677134674,0.8640342184083307,0.14811436308350032
0.6602230577249479,0.7386513788596764,0.8692445985916825,0.1520459835303352
0.655480407759571,0.7374994502736343,0.8743934669553879,0.1567941924675123
0.6506886555161907,0.73626793412863,0.8794784013020902,0.16269407601866845
0.6458481983598663,0.7349458940544983,0.8844957369382237,0.17012904481451957
0.6409594568332551,0.733518819688803,0.8894401623059309,0.17950536233905137
0.6360228834361237,0.731968068029845,0.8943043229560762,0.1912106145908874
0.631038971942317,0.7302703864953172,0.8990784756754688,0.2055579416349693
0.6260082669532125,0.7283975873795453,0.9037502414300991,0.22272365197161303
0.6209313733627172,0.7263164561019068,0.9083045075552798,0.24269180088598863
0.6158089654006826,0.7239889827457767,0.912723523972965,0.26522240632315075
0.6106417949298549,0.7213730032622054,0.9169872235834007,0.2898572255982179
0.6054306986958363,0.7184233180167476,0.9210737734083074,0.3159677043127623
0.6001766042685419,0.7150933161587296,0.9249603328798133,0.3428368252681379
0.5948805344650112,0.7113370720412098,0.9286239636159113,0.369755791486239
0.5895436101039393,0.7071117972242585,0.9320426075743158,0.39611270020854433
0.5841670510085245,0.7023804390961933,0.935196034295668,0.42145460926283485
0.5787521752420706,0.697114134968164,0.938066657863736,0.4455135375384042
0.5733003966266906,0.6912941860663048,0.9406401414477149,0.46819647080849663
0.5678132206557811,0.6849132364009656,0.9429057387298106,0.48954648609441603
0.5622922389627549,0.6779754419330336,0.9448563604257709,0.5096862596182178
0.5567391225497016,0.6704955861635491,0.9464883921211573,0.528757236556773
0.5511556140085879,0.6624973005749384,0.9478013192698099,0.5468678457141939
0.5455435189838843,0.6540107239003707,0.9487972317711192,0.5640616775184075
0.539904697129279,0.645070027190611,0.9494802830594272,0.5803110809765795
0.5342410528033947,0.6357112135559861,0.949856169322139,0.5955343211193104
0.5285545257317219,0.6259704840810899,0.9499316774708719,0.6096279913774876
0.52284708183637,0.6158832902843272,0.9497143304362369,0.6225034530371486
0.5171207044039088,0.6054840260251321,0.9492121391578618,0.6341174288021723
