CD_act,CD_pred,ErrorPercentage
0.037649069,0.03767443700459956,0.06738016443264938
0.0376800089320538,0.037705178626690324,0.06679853681008271
0.0377138018974937,0.03773875477624994,0.06616378487657698
0.037747334325037,0.03777206937230956,0.06552793121646365
0.0377826434933963,0.03780714918453274,0.06485965213292695
0.037819461180849,0.03784372773099037,0.06416418791725144
0.0378575191656725,0.037881538529753365,0.06344674614242152
0.0378983952261442,0.03792215115989695,0.06268321814418414
0.0379379965405415,0.03796149513141122,0.06193946178630392
0.0379805346871417,0.03800375964280437,0.06114962797122523
0.0380216698442224,0.03804462853393208,0.06038317044923378
0.0380623952460889,0.03808508998662151,0.059625098173355526
0.0381036322769609,0.03812606048626205,0.05886107953732225
0.0381445883652327,0.03816675220380315,0.05810480469270513
0.0381847135629793,0.038206618242612296,0.05736504896618055
0.0382224933222757,0.03824415229953215,0.05666552695511237
0.038262078495197,0.038283482968487714,0.055941742143991745
0.0382992505338182,0.03832041450485049,0.05525949134071469
0.0383357552902143,0.038356683451237036,0.054591753480008894
0.0383697818164605,0.03839048870032875,0.053966644812563365
0.0384021087646316,0.03842260480221594,0.05337216690354539
0.0384320798349199,0.03845237899473403,0.05281827031303292
0.03846142032608,0.038481527328845015,0.0522783677631935
0.0384897860316788,0.03850970759002789,0.051758038698089905
0.0385179971618516,0.03853773554808541,0.05124458094450488
0.0385444689267332,0.03856403492151189,0.05076213351358124
0.0385690881364588,0.03858849310560228,0.0503122321036627
0.0385931638011634,0.03861241203842528,0.049874732636724116
0.038616366930982,0.03863546447715844,0.04945453882436062
0.0386369229360498,0.0386558853621928,0.04907851014529808
0.0386562630265017,0.03867509817366355,0.04872469733800731
0.0386748174124728,0.03869353078116128,0.04838644353222977
0.0386912717040982,0.03870987584732741,0.04808356616315138
0.038707296311513,0.03872579476442728,0.047790609722278825
0.0387216756573528,0.03874007846411151,0.04752585327545003
0.0387368998192019,0.038755203552085865,0.04725141394741382
0.0387512387172366,0.0387694492359298,0.04699338471754209
0.0387656221124774,0.03878374024324883,0.04673762417344075
0.0387793937659448,0.03879742384078559,0.04649395746001106
0.038794968038659,0.038812901362953296,0.046225902999654574
0.0388076846916407,0.03882553763431619,0.046003627419023946
0.0388186684859102,0.03883645133258585,0.045810037719613464
0.0388292569839185,0.03884697279447181,0.04562490227573419
0.0388380552535497,0.03885571455674981,0.045469071725727145
0.0388448509305233,0.03886246534887955,0.045345568162318745
0.0388515611748795,0.038869131964725585,0.045225440921140385
0.0388592945466581,0.03887681695171258,0.04509192783578718
0.0388651582058994,0.038882643001088166,0.04498835459806034
0.0388703309126435,0.03888778248231519,0.044896889895055886
0.0388741584269304,0.03889158463385923,0.044827226193421665
0.0388799055998549,0.03889729667786051,0.044730247507782955
0.0388867569892034,0.038904107547118205,0.04461816633261855
0.0388932824613918,0.03891059480813687,0.04451243415171785
0.0388997557757484,0.038917030736869855,0.044408919225728795
0.0389075088916017,0.03892474011184628,0.04428764712895413
0.0389141349682798,0.038931329041561095,0.04418464728898974
0.0389192343651112,0.03893640002760131,0.04410585863297179
0.0389247838414242,0.03894191917684685,0.04402165852084662
0.0389300360162436,0.03894714313071089,0.0439432279491192
0.0389351244700603,0.03895220473220009,0.043868518136948025
0.0389391134252512,0.03895617321881137,0.043811458606825573
0.0389419312657882,0.03895897734446697,0.04377306960566738
0.0389445749756431,0.038961608709670505,0.04373840011878741
0.0389480077387878,0.038965025296907214,0.043693013089512546
0.0389507669391941,0.03896777234934254,0.04365872994229773
0.0389531579608338,0.03897015359110383,0.0436309433169063
0.0389561531217519,0.038973136116760974,0.04359515416215745
0.0389584235957062,0.03897539820895938,0.043571098844592863
0.0389590394003655,0.03897601486289721,0.04357259006635191
0.0389599610904611,0.038976936074502755,0.04357033109515291
0.0389625070207245,0.03897947309735487,0.0435446225812536
0.038964209945887,0.03898117196697284,0.043532311085977146
0.0389660372206801,0.03898299482674457,0.043518939245553265
0.0389689457998352,0.0389858934760523,0.04349020962525279
0.0389769417690112,0.03899385259543623,0.043386745233235796
0.0389911355409141,0.03900797638954223,0.043191480305719156
0.039012584912464,0.03902931710091739,0.04288920739534114
0.0390430473199277,0.039059623024845044,0.04245494666827469
0.0390837081995721,0.039100073536297346,0.0418725281687278
0.039132396387664,0.03914850948242022,0.041175844680192676
0.0391878325204701,0.03920365870884481,0.04038546496911071
0.0392506092342574,0.039266110982220735,0.03949428624360939
0.0393167915341504,0.03933195284207564,0.03856191549117496
0.0393851548501388,0.0393999667930357,0.03760793363200579
0.0394515292792517,0.039466005749492335,0.036694319599546985
0.0395119165513291,0.03952609329440342,0.03587966444477158
0.0395645595899745,0.039578482077563246,0.03518928994289779
0.0396076878644033,0.03962141123261342,0.034648243687178254
0.0396398293769277,0.03965341676789454,0.03427711768798166
0.0396623088658829,0.03967581628204893,0.03405605107787123
0.03967412982609,0.03968761852701976,0.03399873163921128
0.0396771374290777,0.03969065859741112,0.03407798346740107
0.0396718926212005,0.03968549421090066,0.03428520496874429
0.0396592241531586,0.039672949407504716,0.03460797491427119
0.0396405258197984,0.039654410213886944,0.03502575659985496
0.0396169866785783,0.03963105901804702,0.035520973825932306
0.039591859187397,0.03960613048283565,0.036046035047507564
0.0395613212041534,0.03957582276125454,0.036655896870351805
0.0395266075867466,0.039541363779056704,0.03733230148253566
0.0394882719930753,0.039503303929624554,0.0380668380522944
0.0394453462823576,0.03946068000487875,0.038873337329540916
0.039399756985167,0.039415407876285585,0.039723318914073
0.0393526990908867,0.03936867579376651,0.040598747351260275
0.0393017110297665,0.03931803518506457,0.0415354824773595
0.039249494832056,0.03926617327673213,0.042493399590220214
0.039196532128005,0.039213568850113546,0.043464870955694276
0.039138642747863,0.03915606398601683,0.044511605233878065
0.0390807853004855,0.03909859041478155,0.04555976590325394
0.0390245636827149,0.039042743174536855,0.04658474075396387
0.0389677439927771,0.03898629993297934,0.04761871820364656
0.0389137240472042,0.03893264012986176,0.048610311967595465
0.0388616584625286,0.038880922850628254,0.049571708624401085
0.0388108838552822,0.03883048820082201,0.050512494414999845
0.0387611502419974,0.03878108746021111,0.051436085072900706
0.0387114900392063,0.03873175817217324,0.0523568918334394
0.0386626516634411,0.03868324464101967,0.05326323129058924
0.038614933731234,0.03863584379281699,0.05415019414127448
0.0385681252591171,0.038589345697354484,0.05502066303409431
0.0385227692636226,0.03854429036483171,0.05586592454408432
0.0384791903612828,0.03850100058132936,0.05668055861306931
0.038435676784482,0.03845777380230949,0.057490903442110386
0.0383930039155669,0.0384153811315851,0.058284618904558425
0.0383529590989682,0.03837560030059953,0.05903378034769592
0.0383150809857701,0.03833797246283528,0.059745344329781735
0.0382779592270567,0.038301094881258574,0.06044119035875966
0.0382436310739124,0.038266993856711326,0.06108934257256127
0.0382102389774214,0.038233821859916445,0.06171875163873931
0.038179214388668,0.038203002653386255,0.06230684706105065
0.0381492275587363,0.038173213666130815,0.06287442480344708
0.0381193491387106,0.03814353057137804,0.06343611109266874
0.0380916371796751,0.03811600035798115,0.06395938875278806
0.0380634567327142,0.038088002282240095,0.06448586553307385
0.0380356628471782,0.03806038686762874,0.06500220740171765
0.0380086042749903,0.03803350095645042,0.0655027511138998
0.0379820303794818,0.038007095245428474,0.0659913798610776
0.0379551833837734,0.03798041607043232,0.06648021273877358
0.0379316579109856,0.037957038733699267,0.06691197830906252
0.0379087955842393,0.03793431920406466,0.067329018060325
0.037886088226655,0.037911752073533665,0.0677395003810676
0.0378669562613535,0.03789273938224883,0.06808870699133486
0.0378481329114555,0.037874031974714485,0.06842890591082593
0.0378316398000816,0.03785764062231216,0.06872771671531822
0.0378145897503525,0.0378406937257527,0.06903149174046311
0.0377993605853889,0.03782555633861144,0.06930210674692044
0.0377849129463373,0.037811194731702975,0.06955629460627329
0.0377715464256349,0.037797906935373354,0.0697893314756249
0.0377557924812336,0.03778224311413562,0.07005715193282454
0.0377415832458599,0.03776811425173336,0.0702964835911462
0.0377287363432377,0.03775533898575874,0.07051029294757989
0.0377154410833089,0.03774211637623971,0.07072777664695158
0.0377042811778131,0.03773101625917893,0.07090728302111969
0.0376949907384898,0.03772177421302868,0.07105313999063463
0.03768705935252,0.037713882608357535,0.07117365031490669
