CD_act,CD_pred,Error,V_pred
0.03764906899999998,0.036669096042594204,2.6029141846927897,41.42161562212542
0.03778264349339627,0.037727141340164944,0.1468985441450917,41.400835838683975
0.037937996540541474,0.03839457618332644,1.203489072748084,41.37781731425254
0.03810363227696087,0.03875027115068713,1.6970531025128786,41.35231962181258
0.038262078495196965,0.038877632712668114,1.6087840537685898,41.32408688447614
0.038402108764631564,0.0388442062081126,1.1512322049569628,41.292851145249124
0.038517997161851565,0.038709624992376804,0.49750206304866723,41.25833736008681
0.038616366930981964,0.038533436235359646,0.21475530251340963,41.22027016774744
0.03869127170409817,0.03837271545650813,0.8233284499570868,41.17838242303985
0.038751238717236555,0.03827218785366788,1.2362207749389822,41.13242523212824
0.038807684691640656,0.03825602964971836,1.4215098022612154,41.082178916843006
0.038844850930523256,0.03832728325081043,1.3323971319610168,41.02746401108633
0.038870330912643455,0.038473556081670524,1.0207652511748282,40.96815114795403
0.038893282461391655,0.03867432990722715,0.5629572520186638,40.904168653080156
0.03891923436511116,0.0389063618903575,0.03307484066335214,40.83550693827049
0.03893911342525116,0.03914601334672529,0.5313421474561862,40.76221945384694
0.03895076693919406,0.039369007097516,1.0737661699315262,40.68442095305227
0.03895903940036546,0.039548926461411504,1.5141211644979982,40.602284929354255
0.03896603722068006,0.039656210240087274,1.7712168561008446,40.516042936323146
0.03901258491246396,0.03966033238591414,1.660355177447452,40.42598864970155
0.03918783252047006,0.039540295825722056,0.8994202602756423,40.33248862678411
0.03945152927925165,0.03930932790438566,0.36044578616822737,40.23599967566846
0.03963982937692755,0.03904203807999719,1.5080571897675932,40.13708991313626
0.03967189262120045,0.03885543930189636,2.0580145421844165,40.036457788045
0.03959185918739715,0.03882628872755437,1.9336562504406911,39.93494171724713
0.03944534628236095,0.0389338356837594,1.296757784657314,39.83351356421876
0.03924949483205565,0.039091241576282784,0.4031981977093307,39.73325234907648
0.03902456368273666,0.0392099871015893,0.4751453990878828,39.63529956049101
0.03881088385526596,0.039235042291448724,1.0928852786876522,39.54080248581127
0.038614933731091164,0.03914755767891308,1.3793211495092301,39.450855104837736
0.038435676784313165,0.03895603005041128,1.3538288112321983,39.36644616344037
0.038277959226852766,0.03868771036066757,1.070462328951324,39.28842134833124
0.03814922755847577,0.03838068159132104,0.6067069968598724,39.217462446587
0.03803566284682297,0.0380750973958654,0.10367782783551875,39.15408262744112
0.037931657910705574,0.037805067644211605,0.33373249013257766,39.0986345575343
0.037848132911132974,0.03759385470937689,0.6718381653148657,39.051327138765586
0.037784912946073175,0.0374531117749216,0.8781313632378088,39.01224685727186
0.037728736342778076,0.037384735183910604,0.9117749286435325,38.98138051816541
0.037687059351891976,0.03738344368948487,0.8056231174000215,38.95863709344493
0.03767357326427428,0.03743895822213143,0.6227576038435673,38.94386729045038
0.03767742284514738,0.03753753354489138,0.37128149881943084,38.936880151631655
0.03768613546296578,0.03766307537749593,0.06118983861455615,38.93745649357465
0.03770896601459988,0.03779816689038868,0.23655083980362673,38.94535928956863
0.03773948960071457,0.037925192816739464,0.49206605067965364,38.96034121905887
0.03775902615933777,0.038027562204122047,0.7111837144609847,38.9821495842737
0.037758919541654876,0.03809093808114304,0.8793115468303846,39.010528672359875
0.03776021932580077,0.038104455118030844,0.9116361037523486,39.045219469549565
0.03777952673947287,0.038062088644978884,0.7479233592695703,39.0859564665885
0.03781907239337537,0.037964444981088766,0.38438961749590916,39.132461192219864
0.03785356881266637,0.03782102207775172,0.0859806246426115,39.1844321396124
0.03785988445995287,0.037652263838924095,0.5483921147419003,39.24153097439685
0.03783641853436017,0.03748968107589675,0.9164119435578688,39.30336538206689
0.03780757030441637,0.037371755500731775,1.152718358189998,39.36946963509929
0.037768696599934974,0.037334404576534024,1.1498729437268915,39.43928486989246
0.03771082233142178,0.03739776254532795,0.8301590014200663,39.51214199153329
0.03759872595122908,0.03755483085303306,0.11674623829797078,39.587250796766305
0.03751674427615608,0.03776986909812985,0.6746982630223639,39.66369899081614
0.03755276963361918,0.037991181096954665,1.1674544051286144,39.74046398871503
0.03769486832482418,0.03817270353232031,1.267639943396343,39.816438645929175
0.03788960637200997,0.038291206956375494,1.0599228200538813,39.8904695798283
0.03813770402047207,0.03835106802788805,0.5594568758031311,39.96140407757872
0.038402419546123764,0.03837857695327233,0.06208617356206218,40.02813948322382
0.03865112277755976,0.03841076451232192,0.6218661916268831,40.08966808509628
0.03885605349815806,0.03848188371719053,0.9629639329821917,40.145111195224615
0.03900886756822126,0.03861048880909643,1.0212517921165474,40.193738138375814
0.03910428844838896,0.03879176031410983,0.7992170339363497,40.23496864588122
0.039151148045254255,0.03899950115095047,0.38733703064976704,40.2683599139852
0.03916920278171506,0.03919749604179622,0.07223343359534629,40.29358170554008
0.03916617898543496,0.03935350475916242,0.47828452654807485,40.310384032870935
0.03915294738002396,0.03944806142353655,0.7537466864197411,40.31856218233762
0.03915005177694316,0.03947593192571374,0.8323875294655473,40.31792338035692
0.03917193466270146,0.03944356013360377,0.6934185743982229,40.308258583621104
0.03920731576001626,0.03936630205505926,0.405501605914931,40.28932197784193
0.03924174007885235,0.0392667873228497,0.06382806661228689,40.26081994545763
0.03928204760647945,0.039173621806736066,0.27601870663559913,40.222410539062636
0.03933988803414625,0.03911877293630397,0.5620633633994083,40.17371379355313
0.03942093110177765,0.039132076371826176,0.7327445645707916,40.1143323829475
0.03951922748904055,0.039232333780519296,0.7259598093126015,40.043881028732095
0.03961175578295655,0.039416965475298035,0.4917487342036172,39.96202161634758
