time,dele
0.05,0.4080858634104469
0.0512178619756427,0.4086604089656794
0.0524357239512855,0.4092349545209119
0.0536535859269282,0.4091560410350125
0.054871447902571,0.4090771275491131
0.0560893098782138,0.4089982140632137
0.0573071718538565,0.4089193005773143
0.0585250338294993,0.4093318658193848
0.059742895805142,0.4092176489318989
0.0609607577807848,0.4097693511096342
0.0621786197564276,0.4099029502568148
0.0633964817320703,0.4099541748002934
0.0646143437077131,0.4101833007988258
0.0658322056833558,0.4104941091774998
0.0670500676589986,0.4107619996954215
0.0682679296346414,0.410605557170743
0.0694857916102841,0.4111517215599948
0.0707036535859269,0.4112991651783858
0.0719215155615696,0.411534521188963
0.0731393775372124,0.4113974609239799
0.0743572395128552,0.4111171103819688
0.0755751014884979,0.4105197214492391
0.0767929634641407,0.410074621699824
0.0780108254397835,0.4097236643546398
0.0792286874154262,0.4096793620467664
0.080446549391069,0.4095139206158019
0.0816644113667117,0.4091913444365991
0.0828822733423545,0.4090542841716159
0.0841001353179972,0.409009289640182
0.08531799729364,0.4085780343619774
0.0865358592692828,0.4081357035068044
0.0877537212449255,0.4077909761736649
0.0889715832205683,0.407188049452451
0.0901894451962111,0.4067657930805331
0.0914073071718538,0.4061919397488611
0.0926251691474966,0.4061137184865223
0.0938430311231393,0.4060638783901648
0.0950608930987821,0.4062833132588499
0.0962787550744249,0.4065906605197212
0.0974966170500676,0.4076220736248978
0.0987144790257104,0.4081301657183203
0.0999323410013531,0.4084077473660892
0.1011502029769959,0.4088050836898283
0.1023680649526387,0.4089407595076904
0.1035859269282814,0.408746244687184
0.1048037889039242,0.4087213246390053
0.1060216508795669,0.4091505032465283
0.1072395128552097,0.4092529523334854
0.1084573748308525,0.4093318658193848
0.1096752368064952,0.4092024200135674
0.110893098782138,0.4097215876839583
0.1121109607577807,0.4106685495147504
0.1133288227334235,0.4116625825476594
0.1145466847090663,0.4127742935858563
0.115764546684709,0.414356024421647
0.1169824086603518,0.4157646993673075
0.1182002706359945,0.4168916393238358
0.1194181326116373,0.4182608575265466
0.1206359945872801,0.4196729935900096
0.1218538565629228,0.4211591975744485
0.1230717185385656,0.4224647312095912
0.1242895805142083,0.4235667511179409
0.1255074424898511,0.4247269178053743
0.1267253044654939,0.4261978928714816
0.1279431664411366,0.427586493333887
0.1291610284167794,0.4289702482313686
0.1303788903924222,0.4306108180698036
0.1315967523680649,0.4321434010327974
0.1328146143437077,0.4333132588500781
0.1340324763193504,0.434641635862718
0.1352503382949932,0.4364787971923404
0.1364682002706359,0.4381671304564513
0.1376860622462787,0.4399634505960043
0.1389039242219215,0.4421218036577091
0.1401217861975642,0.4457483628912791
