time,theta
0.05,0.2894111746038285
0.0512178619756427,0.2907755796634029
0.0524357239512855,0.292347403159228
0.0536535859269282,0.2941043244045799
0.054871447902571,0.2960302435682718
0.0560893098782138,0.2981128261809949
0.0573071718538565,0.300339737773441
0.0585250338294993,0.3026986438763019
0.059742895805142,0.3051772100202689
0.0609607577807848,0.3077631017360339
0.0621786197564276,0.3104439845542887
0.0633964817320703,0.313207542034388
0.0646143437077131,0.3160490272601485
0.0658322056833558,0.3189478526841038
0.0670500676589986,0.321897519432379
0.0682679296346414,0.3248915286310993
0.0694857916102841,0.3279233814063903
0.0707036535859269,0.330986578884377
0.0719215155615696,0.3340746221911846
0.0731393775372124,0.3371810124529386
0.0743572395128552,0.3402992507957642
0.0755751014884979,0.3434271772923328
0.0767929634641407,0.3465596958837652
0.0780108254397835,0.3496867049102115
0.0792286874154262,0.3528065911006318
0.080446549391069,0.3559177411839863
0.0816644113667117,0.3590185418892346
0.0828822733423545,0.362107379945337
0.0841001353179972,0.3651826420812535
0.08531799729364,0.3682427150259442
0.0865358592692828,0.3712859855083692
0.0877537212449255,0.374310840257488
0.0889715832205683,0.3773156660022613
0.0901894451962111,0.3802988494716485
0.0914073071718538,0.383259406958099
0.0926251691474966,0.3861982359292262
0.0938430311231393,0.3891145206532713
0.0950608930987821,0.3920074622722411
0.0962787550744249,0.3948762619281428
0.0974966170500676,0.3977201207629833
0.0987144790257104,0.4005382399187695
0.0999323410013531,0.4033298205375081
0.1011502029769959,0.4060942261814433
0.1023680649526387,0.4088308815352691
0.1035859269282814,0.4115400043102828
0.1048037889039242,0.4142221414425159
0.1060216508795669,0.4168778398680001
0.1072395128552097,0.4195076465227667
0.1084573748308525,0.4221121083428476
0.1096752368064952,0.4246917722642743
0.110893098782138,0.4272475255670717
0.171786197564276,0.4751774588922467
0.1730040595399188,0.4719724592413374
0.1742219215155615,0.4685826149566826
0.1754397834912043,0.4650196022544076
0.176657645466847,0.4612950973506379
0.1778755074424898,0.4574207764614991
0.1790933694181326,0.4534083158031164
0.1803112313937753,0.4492668381350913
0.1815290933694181,0.4450081483963784
0.1827469553450608,0.4406525804727185
0.1839648173207036,0.4362072144142478
0.1851826792963464,0.4316791302711021
0.1864005412719891,0.4270754080934177
0.1876184032476319,0.4224031279313303
0.1888362652232746,0.4176693698349757
0.1900541271989174,0.4128812138544901
0.1912719891745601,0.4080457400400096
0.1924898511502029,0.40317002844167
0.1937077131258457,0.3982611591096072
0.1949255751014884,0.3933262120939574
0.1961434370771312,0.3883675173626501
0.197361299052774,0.3833961006160759
0.1985791610284167,0.3784154842804087
0.1997970230040595,0.3734286659610581
0.2010148849797022,0.3684386432634329
0.202232746955345,0.3634484137929424
0.2034506089309878,0.3584609751549954
0.2046684709066305,0.3534793249550012
0.2058863328822733,0.3485064607983686
0.2071041948579161,0.3435453802905068
0.2083220568335588,0.3385990810368251
0.2095399188092016,0.3336705606427323
0.2107577807848443,0.3287592837400909
0.2119756427604871,0.3238707767595348
0.2131935047361298,0.319009739142682
0.2144113667117726,0.3141780400704435
0.2156292286874154,0.3093775487237301
0.2168470906630581,0.3046101342834524
0.2180649526387009,0.2998776659305215
0.2192828146143436,0.2951820128458476
0.2205006765899864,0.290525044210342
0.2217185385656292,0.2859086292049152
0.2229364005412719,0.281334637010478
0.2241542625169147,0.2768049368079411
0.2253721244925574,0.2723213446780353
0.2265899864682002,0.2678842912152498
0.227807848443843,0.2634949605981673
0.2290257104194857,0.2591551396087009
0.2302435723951285,0.2548662474909198
0.2314614343707713,0.2506309857549038
