time,alpha
0.05,0.2618684999511951
0.0512178619756427,0.2659066011677026
0.0524357239512855,0.2703449825865549
0.0536535859269282,0.2750911625650194
0.054871447902571,0.2800866190422619
0.0560893098782138,0.2852937205464861
0.0573071718538565,0.2906748356058962
0.0585250338294993,0.2961923327486962
0.059742895805142,0.301808580503089
0.0609607577807848,0.3074859473972794
0.0621786197564276,0.3131868019594704
0.0633964817320703,0.3188735766985538
0.0646143437077131,0.3245383845480447
0.0658322056833558,0.330120732189356
0.0670500676589986,0.3356091223395783
0.0682679296346414,0.340992057715803
0.0694857916102841,0.3462580410351218
0.0707036535859269,0.351395575014625
0.0719215155615696,0.3563931623714041
0.0731393775372124,0.3612393058225501
0.0743572395128552,0.3659225080851534
0.0755751014884979,0.3704422500766507
0.0767929634641407,0.3747932703773667
0.0780108254397835,0.3789579183615653
0.0792286874154262,0.3829392820482505
0.080446549391069,0.3867404494564246
0.0816644113667117,0.3903645086050916
0.0828822733423545,0.393814547513255
0.0841001353179972,0.3970936541999188
0.08531799729364,0.4002049166840853
0.0865358592692828,0.4031514229847585
0.0877537212449255,0.4059362611209419
0.0889715832205683,0.4085625191116388
0.0901894451962111,0.4110332849758522
0.0914073071718538,0.4133531076050493
0.0926251691474966,0.415530275576364
0.0938430311231393,0.4175682851872289
0.0950608930987821,0.4194706384654685
0.0962787550744249,0.4212408374389103
0.0974966170500676,0.422882384135379
0.0987144790257104,0.424398780582702
0.0999323410013531,0.4257935288087045
0.1011502029769959,0.4270697101423238
0.1023680649526387,0.4282326093826684
0.1035859269282814,0.4292885450351483
0.1048037889039242,0.4302431234880416
0.1060216508795669,0.4311019511296274
0.1072395128552097,0.4318706343481825
0.1084573748308525,0.4325547795319866
0.1096752368064952,0.433159993069317
0.110893098782138,0.433692735922617
0.171786197564276,0.3080692574503053
0.1730040595399188,0.298941979897922
0.1742219215155615,0.2897210105031749
0.1754397834912043,0.2804389030790992
0.176657645466847,0.2711282114387319
0.1778755074424898,0.2618214893951089
0.1790933694181326,0.252551290761267
0.1803112313937753,0.2433406540144879
0.1815290933694181,0.2342179894461412
0.1827469553450608,0.2252415913897807
0.1839648173207036,0.2164219846555096
0.1851826792963464,0.2077696940534339
0.1864005412719891,0.1992952443936563
0.1876184032476319,0.1910091604862826
0.1888362652232746,0.1829219671414161
0.1900541271989174,0.1750441891691622
0.1912719891745601,0.1673863513796235
0.1924898511502029,0.1599589785829064
0.1937077131258457,0.1527725955891133
0.1949255751014884,0.1458377272083503
0.1961434370771312,0.1391535081089566
0.197361299052774,0.1327331520823597
0.1985791610284167,0.1265753605644846
0.1997970230040595,0.1206777836849234
0.2010148849797022,0.1150380715732676
0.202232746955345,0.1096538743591089
0.2034506089309878,0.1045228421720379
0.2046684709066305,0.0996426251416475
0.2058863328822733,0.0950108733975292
0.2071041948579161,0.0906252370692738
0.2083220568335588,0.0864833662864733
0.2095399188092016,0.0825829111787191
0.2107577807848443,0.0789139734823184
0.2119756427604871,0.0754806151842557
0.2131935047361298,0.0722848794952043
0.2144113667117726,0.0693225887234721
0.2156292286874154,0.0665895651773677
0.2168470906630581,0.0640816311651989
0.2180649526387009,0.0617946089952739
0.2192828146143436,0.0597243209759005
0.2205006765899864,0.0578665894153873
0.2217185385656292,0.0562172366220416
0.2229364005412719,0.054772084904172
0.2241542625169147,0.0535269565700871
0.2253721244925574,0.0524775642163704
