CD_act,CD_pred,Error
0.03764906899999998,0.03657407120806093,2.8553104246456953
0.03778264349339627,0.03762072624635406,0.42854928102241135
0.037937996540541474,0.03833027746279753,1.034005371993898
0.03810363227696087,0.03871841382711488,1.6134460507213413
0.038262078495196965,0.038857593843210345,1.5564113906883936
0.038402108764631564,0.038827000974277805,1.1064293688933242
0.038517997161851565,0.03869929006913458,0.4706706491545351
0.038616366930981964,0.03853924672947199,0.19970858897164065
0.03869127170409817,0.03840038504677426,0.7518146716617151
0.038751238717236555,0.03831957047389844,1.1139469540262994
0.038807684691640656,0.03831440653973324,1.2710836934151633
0.038844850930523256,0.03838536370463876,1.1828780774736871
0.038870330912643455,0.03852092568162131,0.8988995535113672
0.038893282461391655,0.0387030663461255,0.4890718993825741
0.03891923436511116,0.038911334946058036,0.020296953889220436
0.03893911342525116,0.039124942678619594,0.477230314257565
0.03895076693919406,0.03932285822371,0.9552861567445061
0.03895903940036546,0.03948220814267221,1.3428686907045444
0.03896603722068006,0.03957587360173824,1.5650459337305362
0.03901258491246396,0.039572784831966884,1.435946684281222
0.03918783252047006,0.039451925988451306,0.6739170068752661
0.03945152927925165,0.03924256613543966,0.5296705796443929
0.03963982937692755,0.03904377367259672,1.5036787839398984
0.03967189262120045,0.03894704723209874,1.8271006024914407
0.03959185918739715,0.03898188357185483,1.540659186160399
0.03944534628236095,0.039109278131850306,0.8519842825183396
0.03924949483205565,0.03923973986527791,0.02485373842257678
0.03902456368273666,0.03930086520518478,0.7080195045725877
0.03881088385526596,0.03926232831841268,1.1631903690476364
0.038614933731091164,0.03911777881346877,1.302203665243471
0.038435676784313165,0.03887277504714563,1.1372201542990958
0.038277959226852766,0.03855359926633377,0.720101188904646
0.03814922755847577,0.038214578438725826,0.1713032856297843
0.03803566284682297,0.03791665051787478,0.31289668705781637
0.037931657910705574,0.0376963213705025,0.6204224997417068
0.037848132911132974,0.03756100646173054,0.7586277771656728
0.037784912946073175,0.03750148874118948,0.7500988695890399
0.037728736342778076,0.037501264807039386,0.6029132109595061
0.037687059351891976,0.037541890363761134,0.38519584872719526
0.03767357326427428,0.03760685505331226,0.17709552129287315
0.03767742284514738,0.037683493683844216,0.01611266970617642
0.03768613546296578,0.037762858855203266,0.2035851946477306
0.03770896601459988,0.03783848831875845,0.3434788005282851
0.03773948960071457,0.037904988958601366,0.438530991377431
0.03775902615933777,0.03795694650058526,0.5241669645088035
0.037758919541654876,0.03798839682943912,0.6077432579369542
0.03776021932580077,0.03799302718348964,0.6165426521497801
0.03777952673947287,0.037965284202784694,0.4916881690784593
0.03781907239337537,0.03790248721585872,0.2205628462160819
0.03785356881266637,0.037807729805726435,0.12109560175630053
0.03785988445995287,0.03769272796966503,0.4415134717715613
0.03783641853436017,0.03757894357478645,0.6804950614971669
0.03780757030441637,0.03749469234193449,0.8275537411229362
0.037768696599934974,0.037466639220064976,0.7997559012150766
0.03771082233142178,0.037507873153159586,0.5381722426484646
0.03759872595122908,0.03761051590689516,0.03135732758969655
0.03751674427615608,0.037750411062003005,0.6228333251065993
0.03755276963361918,0.03790066480641062,0.9264168160848195
0.03769486832482418,0.03804282308841643,0.9230825814109604
0.03788960637200997,0.03816976489192195,0.7394073117606665
0.03813770402047207,0.038282969708173346,0.38089783177114905
0.038402419546123764,0.038388682626976686,0.03577097305178721
0.03865112277755976,0.038495088479953796,0.40369926251290705
0.03885605349815806,0.03861050150247038,0.63195299980559
0.03900886756822126,0.03874172956446502,0.6848135319207872
0.03910428844838896,0.038891593150400895,0.5439180878301505
0.039151148045254255,0.03905500598383209,0.24556639133809605
0.03916920278171506,0.03921492060160887,0.11671879090464476
0.03916617898543496,0.03934301515831819,0.45150223346778273
0.03915294738002396,0.039410691893853635,0.6583016888306602
0.03915005177694316,0.03940674699479037,0.6556701873849976
0.03917193466270146,0.039346787249104606,0.4463720975457327
0.03920731576001626,0.0392655141720429,0.14843763440188185
0.03924174007885235,0.03919991038707508,0.10659489536708092
0.03928204760647945,0.03917587600271226,0.27028021764751
0.03933988803414625,0.039203516834565,0.3466486723675548
0.03942093110177765,0.039279774559343554,0.3580751100719911
0.03951922748904055,0.03939433568709314,0.3160279435675741
0.03961175578295655,0.039534674826826946,0.19459111217375344
0.03968511913329295,0.03968798191179189,0.007213732909110936
0.039754839884854246,0.039840070512991245,0.21439057076788898
0.039817524414513944,0.03997301761032996,0.3905144734697186
0.03986365631604964,0.04006396879537813,0.5024939953835575
0.03989153009861524,0.040087588657726436,0.4914791651925119
0.03991204304775545,0.04002579876126529,0.28501601226910617
0.03992942457780854,0.039890612218520236,0.09720240073250955
0.039956867416516745,0.03975303027949216,0.5101429371320674
0.03999598403672754,0.03972512010107332,0.6772278321880886
0.040027219598788244,0.039857712459254235,0.42347967516369833
0.04005305406798544,0.040081757192549694,0.07166276138526785
0.04007201696371965,0.04029461101159646,0.5554850110947626
0.04010879671997385,0.04044554243190497,0.8395806891993547
0.04022425508039035,0.04053254656248649,0.7664317996194232
0.04048162749894494,0.0405743435342893,0.22903238103946155
0.04077593792087983,0.04059932700105415,0.4331253401659848
0.04097030110449083,0.040648130537184426,0.7863514756329021
0.04102751172090253,0.040774805661255985,0.615942934501181
0.04097896286727343,0.04100510255106456,0.0637880560222888
0.04081731186226743,0.041173971268686306,0.8737944517815689
0.04059196184429114,0.04094723503709194,0.8752304068564377
