Cm_act,Cm_pred,Error
-0.00442325447085834,-0.0045361035067083555,-2.5512670951557768
-0.0037968678621718363,-0.0039761882585887115,-4.722850594919113
-0.003195565365584338,-0.0034404509078862083,-7.66329316681309
-0.00263635040577654,-0.002926066699032233,-10.989293859454039
-0.00212775328933984,-0.0024308928134600463,-14.246930113512315
-0.0016096121563490343,-0.0019533598999769003,-21.355936103735942
-0.0010975761309457363,-0.0014923723417274923,-35.96982474842782
-0.0006593003462769392,-0.0010472182355812792,-58.8378106419794
-0.0002763221107281305,-0.000617489182152875,-123.46716320519641
0.00010661658524305923,-0.00020300956635414813,290.41086890124734
0.00041111620379125774,0.00019622516540555163,52.270145619172915
0.000709778789998762,0.0005801017793604368,18.270059977215066
0.0009476974978074593,0.0009484346321927892,0.07778161143564279
0.0011770181115453582,0.001301003696021763,10.533872270972857
0.0014343661630377563,0.0016375857688871523,14.167902944601648
0.0016405508442879635,0.001957979412626286,19.348901586533493
0.0018983281157171558,0.0022620241713371056,19.15875620282596
0.002174876286665961,0.002549614638664016,17.23032957302234
0.0024520843524577646,0.002820709956111875,15.033153459204238
0.0027388908051975552,0.0030753393331702517,12.284116158783062
0.003064994924337462,0.003313604179962598,8.111245263444475
0.003291359611648663,0.003535677432587349,7.423005984335622
0.0035213744626237595,0.0037418006297558343,6.259662795641345
0.0037750700359002604,0.003932279267373356,4.164405692558379
0.003920170520730661,0.00410747691678378,4.778016544499905
0.0040836600025259545,0.004267808544445834,4.509399455536791
0.0041874975264994604,0.004413733417976323,5.402651345945624
0.00434395455943986,0.004545747927910633,4.645383963150713
0.004461184449643163,0.00466437859812862,4.554713009046505
0.004579931276069961,0.0047701755023374925,4.153866396676157
0.004685909916238164,0.004863706250638367,3.794275553272635
0.004910471754714658,0.004945550660084855,0.714369354360226
0.005099643411252665,0.005016296177073394,1.6343737680826878
0.005260832541977262,0.005076534077960944,3.5032185979265185
0.005462106492455862,0.00512685643794223,6.137742919818054
0.005604609285783255,0.00516785382722483,7.792790474552892
0.005699963818102366,0.005200113668165814,8.769356541336128
0.005769269550224859,0.00522421916737572,9.447476463080081
0.005804527108831552,0.005240748722928956,9.712735858271904
0.0057830724965117555,0.0052502756986399085,9.213040268701809
0.005754902564963957,0.00525336845470728,8.714901852726985
0.005622342783059252,0.005250590526524025,6.612052499811248
0.005532099845707461,0.0052425008506365375,5.234883735795783
0.005439500917209059,0.005229653948041854,3.8578349808400136
0.0053167201492256635,0.0052125999894809955,1.9583532106694075
0.0052595344270351604,0.005191884684213652,1.2862306304864959
0.0052458850889903555,0.005168048952002728,1.4837560424452232
0.0051758955290323524,0.005141628356723785,0.6620530131715019
0.005125282399274865,0.005113152298205276,0.23667185775569113
0.005064325212655457,0.005083142975776868,0.37157493508485867
0.004967614644635153,0.005052114151843229,1.7010076918774764
0.00488043101999136,0.005020569756097923,2.871441795458686
0.004775236379846462,0.0049890023804339545,4.476553275764031
0.004615360156733257,0.004957891721080826,7.421556557137936
0.0044509199460242635,0.0049277030281040385,10.712012075293702
0.0042948374923912624,0.004898885623422479,14.064516576036898
0.0041942827557561665,0.004871871547354099,16.15505751652105
0.004125570341381765,0.004847074390925923,17.48858920928026
0.0040616161910482645,0.004824888367392102,18.792326513422836
0.004045162950526961,0.0048056876722156125,18.800842660481173
0.004099096862780559,0.0047898261768115,16.85076828270888
0.004195804858281055,0.004777637498217531,13.867009062352878
0.004331766839282956,0.0047694354850671,10.103698144948899
0.004529168757996853,0.00476551516027067,5.218317419869058
0.004773205288616064,0.004766154163039479,0.14772307391432601
0.005009720024221169,0.004771614737641414,4.75286613680117
0.005218974750247754,0.004782146323806587,8.370004595642664
0.005417521113957956,0.0047979888141881435,11.435715463546973
0.005573839362098862,0.0048193765578710135,13.535783061099039
0.005706505762859554,0.004846543205656785,15.069862240388558
0.005782989176656865,0.004879727512726785,15.619286779510347
0.005834260434100062,0.004919180237172853,15.684596312820599
0.005831614521159462,0.004965172298466797,14.857673111774814
0.005762001073050353,0.0050180043876749195,12.912123339497548
0.005693719095034855,0.005078018250144728,10.813684950264618
0.005558259907278255,0.005145609889947354,7.424086390608635
0.005370955712211856,0.005221244971134631,2.7874134343880326
0.005209936238890454,0.00530547671016475,1.8338126781882167
0.005090386060828955,0.005398966561177512,6.062025486104398
0.0049525403164145596,0.005502507983155651,11.104759004551545
0.004845214918352554,0.005617053533956237,15.929914949286083
0.005014145114267857,0.005743745444744527,14.550841945131932
0.005187565839400353,0.005883949667581427,13.424096189621979
0.0054022209818857525,0.00603929312954888,11.792782076099828
0.005610292026283756,0.006211703530932519,10.719789662128104
0.00586774194478866,0.006403450445393595,9.12972154613439
0.006216936142158062,0.006617185661159715,6.438050992473526
0.0066371464159616575,0.006855979583884897,3.2970971891921512
0.007135038761909053,0.007123349048445866,0.16383531825493386
0.007698934006849352,0.007423270025113775,3.5805474042293763
0.00828489575977176,0.007760166473551815,6.333565339081597
0.008625940839877166,0.008138864111315487,5.6466504651869975
0.009054644256003948,0.00856449539655059,5.413231548311253
0.009545184942644357,0.009042340084351584,5.2680473067237035
0.01008018067173766,0.009577585106698615,4.985977745896944
0.01068422493324226,0.010174989362241343,4.766237833654285
0.011220080015959859,0.010838444604971943,3.401360867703823
0.011690823289768955,0.011570434200887034,1.0297742588178358
0.012191967165005153,0.012371407588265618,1.4717922122979117
0.012806223848970864,0.013239108812257941,3.3802701591996933
0.013599078346489948,0.014167919187166512,4.182936712202907
0.014532759165432653,0.015148291228637437,4.235479692451497
0.015641633841946348,0.016166356665983893,3.354654822761479
0.016860809715153052,0.01720378087996468,2.034132230929538
0.018117000526129155,0.018237911081247483,0.6673872694541544
0.019273572617517352,0.019242236115828946,0.16258792446152334
0.02041824629682535,0.02018715747332315,1.1317760602100837
0.021425324270317854,0.021041074541662284,1.7934371671933118
0.02224866083051156,0.021771805634046078,2.143298421860642
0.02280945053969475,0.0223483711550792,2.0214401211162243
0.023130048929093656,0.022743118876154135,1.6728458038531402
0.023193762510145342,0.022934055381421646,1.1197283261398232
0.022933464964846155,0.022907089433915555,0.11500892242419646
0.022439283674125753,0.022657765514838384,0.9736578220834992
0.021776506594815954,0.022192054211706162,1.9082381973476485
0.020994629851894243,0.021525914807567,2.5305754824956863
0.020150266068516352,0.020683621782918042,2.6468916717433717
0.01924629536916645,0.019695150068805532,2.3321615460509326
0.01832762568521775,0.01859312603802301,1.4486347406112723
0.017383517882176257,0.0174098995568222,0.1517625766243321
0.016354270594699447,0.016175181171590988,1.09506212503603
0.015266206016917555,0.014914484711080894,2.303920865779577
0.014133653519927444,0.013648404954715643,3.4332847096303563
0.012873139125435758,0.012392605318564467,3.732840934825399
0.011539685597505345,0.01115831427894131,3.304867496966119
0.010270969671660156,0.009953120818753929,3.0946333507657178
0.008951891769133052,0.008781892492204825,1.89903186178368
0.007737525389329154,0.007647688925850389,1.1610490299994223
0.006544551806893659,0.006552590976815979,0.12283759315424192
0.005381824531788662,0.005498402831456646,2.1661482826018283
0.0042404677407024555,0.004487209358455757,5.818735876349989
0.0032085864221887556,0.003521786024211798,9.761295499386666
0.002228640492381362,0.002605866756417552,16.926294991307177
0.001406396481437762,0.0017442789056239388,24.024692086882858
0.0007220343908407589,0.000942955208432121,30.596993771185215
2.3102685492569497e-05,0.00020883047331678173,803.9229373743055
-0.0005618983785068282,-0.0004503746136540199,-19.847675152430273
-0.0010756285220698408,-0.0010264874641072175,-4.568590080528993
-0.001496699013072235,-0.0015113454451461256,-0.9785823299118979
-0.0018281065577759326,-0.0018973918869892442,-3.7900049599736634
-0.001991293031220427,-0.0021783927346127677,-9.395890030191614
-0.002121288421074133,-0.0023502231059961826,-10.792246949904467
-0.0021470809850058364,-0.0024116269762914228,-12.321192965381657
-0.0020859538216401394,-0.0023648169832850424,-13.36861625372124
-0.0019770935150079452,-0.0022157761583762176,-12.07240029651876
-0.001753753996919634,-0.001974161319388927,-12.567744555760141
-0.0014691686982286345,-0.0016527831124159217,-12.497844148780853
-0.0011664230022907437,-0.0012667271789244886,-8.59929686200949
-0.000819051035049638,-0.0008322547074075676,-1.6120695528001348
-0.0004397989653705317,-0.0003656558408188307,-16.858412681629495
-6.852910670742535e-05,0.00011778049615568387,-271.86930023548956
0.00034359917986896,0.0006045618847988279,75.94974616336178
0.0007413997812543635,0.0010834954705820424,46.14186542500621
0.001164235726475657,0.0015458994548386493,32.78234121180548
0.001582319879409065,0.0019855659437788553,25.48448449755854
0.002006990030017454,0.002398540291375005,19.509327674843803
0.002463996784077556,0.002782786479686626,12.937910376714035
0.002926773851362259,0.0031378002492943105,7.21020511488545
0.0033894770261487656,0.0034642176591408724,2.2050786128805724
0.00381262332774146,0.0037634513271033662,1.2897156737280573
0.004236646628330058,0.004037372800782306,4.7035744311368095
0.0046014416801839625,0.004288048737880211,6.810755499811578
0.004990440018037265,0.004517531104839545,9.47629690945999
0.005242026318441055,0.004727697056454476,9.811649746534226
0.005489826766468864,0.00492013190146999,10.377283095315404
0.0056512502298671635,0.0050960479293942,9.82441544596078
0.005697733440753659,0.005256232307203915,7.748715136300683
0.0057358853849680536,0.005401018321857569,5.838105900582771
0.005712042899185761,0.005530275645158726,3.1821759261112232
0.005730698275916761,0.005643416832398808,1.5230507577890295
0.005628922076508565,0.005739418801923822,1.9630174998584227
0.005568549184259655,0.0058168594755277706,4.459155931853882
0.005496077991834859,0.005873970981433857,6.875684627481761
0.005462529304659361,0.0059087116910432405,8.168054787427875
0.005398322917041357,0.005918859680567511,9.642564395007387
0.005415117193652265,0.005902129719202849,8.993573142266845
0.0054103707569723575,0.005856314283315511,8.242383865624465
0.005365408176403061,0.005779446098587868,7.7168019388671265
0.005314978459077267,0.0056699751853825295,6.679175259854077
0.005225589542400655,0.005526947542744763,5.766966538394887
0.005194386788360157,0.005350166269493341,2.9989965607155424
0.005161772279636254,0.005140310713098055,0.415779026573235
0.005056052917553858,0.004898987586739005,3.1064811499410006
0.0049154085219180535,0.004628692657350636,5.833001739101381
0.004740499851326456,0.004332674532251363,8.603002465256449
0.004405556495650262,0.004014712733079712,8.871609363231228
0.004081337954135164,0.0036788461493771976,9.861761247930142
0.0037537864651172523,0.003329106643800879,11.313371851669993
0.003401286036859255,0.0029693163010195353,12.70018843339034
0.0029997023969346656,0.002602989775481873,13.225065988485557
0.0025856853412060607,0.002233348621205146,13.626434523412337
0.002083595082383864,0.0018634154684039408,10.567293801059149
0.0015945965981496585,0.0014961297131379434,6.1750341826876065
0.001152723578829458,0.0011344248068940188,1.5874379835294716
0.0006973599746002632,0.0007812295804104294,12.026730650585659
0.0003124383422137625,0.0004393899862103687,40.632543079411505
-4.1083408779639397e-05,0.00011153717042078348,-371.4895714205205
-0.0003693852703255396,-0.00020005793490078527,-45.840305238897585
-0.0005974453018262327,-0.0004936058340233168,-17.380581533657725
-0.0008284129706656387,-0.0007678714499923037,-7.308132877819297
-0.0010443230869269307,-0.0010221914602944124,-2.1192317693218667
-0.0012002976666088336,-0.0012564420767241374,-4.677540553246849
-0.0013815913488572293,-0.0014709710105982737,-6.469326969582867
-0.0016242682806274361,-0.0016665094114507797,-2.600625237046824
-0.0018653062015728389,-0.0018440777694584826,-1.13806688126895
-0.0020476301291928317,-0.0020048961286613654,-2.086998033590761
-0.00226657484427413,-0.0021503050062851026,-5.129759481922731
-0.0024569009766591335,-0.0022817000388509756,-7.130972695789888
-0.002681385491377135,-0.002400480918184518,-10.476098050651675
-0.0028072537751705276,-0.002508013633639526,-10.659532963414538
-0.002927725323454644,-0.0026056042287905326,-11.002435648027816
-0.0030335208883099443,-0.0026944819953780147,-11.17641530798284
-0.0031069665789802345,-0.002775790068950422,-10.659159074009446
-0.0031396925627082337,-0.002850581609440149,-9.208256779724431
-0.0031648049490737365,-0.002919820043291166,-7.740916414272922
-0.0031942422207796306,-0.002984382148670646,-6.569948601385757
-0.0031226120433316337,-0.0030450630474401844,-2.483465599162597
-0.0030573112748048317,-0.0031025824117094647,-1.4807500066385266
-0.00302177077570414,-0.0031575913952809342,-4.494736022627169
-0.0030127098189185325,-0.0032106799637688158,-6.571165387622638
-0.002988544099775038,-0.003262384427294124,-9.163001059268254
-0.002952444946194635,-0.0033131950830747395,-12.218691405069897
-0.0029353672816289297,-0.0033635639585684954,-14.587499139185933
-0.0029054064473512317,-0.0034139127151732868,-17.50206991815704
-0.0028835211898926363,-0.0034646408332920306,-20.153125471605478
-0.0029372387614675435,-0.0035161342566422046,-19.70883343802209
-0.00303438849522214,-0.003568774731385553,-17.61100257942719
-0.0031407766928479366,-0.0036229501380133575,-15.352044806732321
-0.0032791543110818333,-0.003679066184873077,-12.195579587082857
-0.0034148086469885444,-0.00373755991570017,-9.451518432702041
-0.003601118221923931,-0.003798915583643557,-5.492665042636421
-0.003886312464079028,-0.00386368356536268,-0.5822717273895438
-0.004125580189500329,-0.003932503135342637,-4.6799976073444505
-0.004361411643231533,-0.00400613009715204,-8.14602186498158
-0.004564754045245437,-0.004085470479041106,-10.49965806380178
-0.0046523611522540295,-0.0041716217488655186,-10.333234838305637
-0.004821588569000737,-0.004265923287845398,-11.524527097310985
-0.00501567844970284,-0.0043700181788129885,-12.872840182330755
-0.005128686072603229,-0.0044859286975093005,-12.532593455611462
-0.005289736014420933,-0.004616148214084563,-12.733864194735386
-0.005459721524742528,-0.004763752458534096,-12.747336344068447
-0.005532104700397333,-0.004932533178182409,-10.838036419879419
-0.005641767859855429,-0.005127156951420207,-9.121447766346213
-0.00574135131769013,-0.0053533510542553425,-6.7579954955776556
-0.005771504759141836,-0.00561811639448348,-2.657684105958594
-0.005896649309608634,-0.00592996401978161,-0.5649769627420267
-0.006036773820476328,-0.006299165692960511,-4.346557951105727
-0.006230209320831931,-0.006737999318906007,-8.150448434793041
-0.006574822789247127,-0.007260955114200898,-10.435753889457136
-0.007020811503012939,-0.007884846722334499,-12.306771360415595
-0.0076048545190217295,-0.008628741785645738,-13.463600967816003
-0.008455741945562423,-0.009513589133550396,-12.510400563289798
-0.009574045340458234,-0.010561378786147248,-10.312604657476559
-0.01096507078353863,-0.011793637587321493,-7.556420018982027
-0.012759285203623537,-0.013229060120426399,-3.681827855603146
-0.014855648643205328,-0.014880138862394001,-0.16485459354125223
-0.017140747069056127,-0.016748837693690097,-2.286419452939341
-0.01962767352418052,-0.01882168939839905,-4.106366069256913
-0.02213291988068512,-0.02106518034684462,-4.824214516640854
-0.024557046113909718,-0.023422793090045965,-4.618849590469613
-0.02682237790449252,-0.025815343831999144,-3.7544548663029116
-0.028851110825341725,-0.028145934262450024,-2.444192069971531
-0.030586227651190012,-0.030309739120064683,-0.9039641445112054
-0.032064544469911416,-0.032207196544363756,-0.4448903822295102
-0.03327747850694882,-0.033757664346580896,-1.4429754331651163
-0.034172731809109014,-0.0349100831686103,-2.157718509659038
-0.034796436345301315,-0.03564801857956363,-2.4473260014665454
-0.03511736085491171,-0.03598825152399021,-2.479943389472254
-0.03523196057542872,-0.035973982173767335,-2.106103623583508
-0.035166105426537315,-0.03566493633418677,-1.4184991530879696
-0.035008238505510714,-0.03512692773156916,-0.33903227104604206
-0.03467050866944561,-0.0344229148486449,-0.7141337993085423
-0.03417663993105501,-0.03360670292308737,-1.66762153657405
-0.03351978591528082,-0.032719566376709856,-2.3873050400544584
-0.03269869138686951,-0.0317894401380813,-2.7806961386636133
-0.031683737630431516,-0.030832016345795927,-2.6881970005253737
-0.030436699996240317,-0.029853030996165937,-1.9176487600379721
-0.029119001360009812,-0.028851126948615677,-0.9199299388131388
-0.027756129508689026,-0.027820834342229064,-0.23311907922818295
-0.02634880196283582,-0.026755350906323604,-1.54295039319514
-0.024944308036149016,-0.025648906852739833,-2.8246877627141216
-0.023807021166088817,-0.024498566280782192,-2.9047948076697008
-0.02266011311264692,-0.023305368723225264,-2.8475392305884815
-0.02151866552353763,-0.022074770471388387,-2.5842910530045513
-0.02032154790956143,-0.020816415085113237,-2.4351844542263943
-0.01921406043042063,-0.019543340547705682,-1.7137456108117506
-0.018201059688300925,-0.018270799527098428,-0.38316361789819026
-0.01717080646640732,-0.017014909017296954,-0.9079215319056838
-0.01611382659879623,-0.015791343782268957,-2.0012801711007775
-0.015126097720937131,-0.014614245945359875,-3.383898378950472
-0.01411319860591223,-0.013495455102808807,-4.377062353849693
-0.012900080176186733,-0.012444089818698614,-3.5347870033386855
-0.011793932497112428,-0.011466450234964294,-2.776701174339541
-0.010765793290748428,-0.010566172888619933,-1.8542098732291128
-0.00980480155276954,-0.009744553942167798,-0.6144704742619105
-0.008902672798788529,-0.009000960900619817,-1.104029138807206
-0.00810018404112603,-0.00833326795954082,-2.87751385933188
-0.00739332125662813,-0.0077382693396919125,-4.665671503920325
-0.00683559119198824,-0.007212043314465989,-5.507235759197771
-0.0063973044054085396,-0.006750254460106728,-5.517168362346333
-0.006016176745603438,-0.006348392143249927,-5.522035200998186
-0.00574419486916114,-0.006001949736684234,-4.487223595196997
-0.005539464197284634,-0.005706552373906847,-3.0163237936282155
-0.005386171513124531,-0.005458042169080669,-1.3343551311169803
-0.0052869497023962375,-0.005252529574109044,-0.6510394504338334
-0.005250524850088839,-0.005086418550377114,-3.125521817289336
-0.00519886496688933,-0.004956411930089201,-4.663576344918947
-0.005150600535887832,-0.00485950199751331,-5.651739760174279
-0.005093210121014928,-0.004792950081397546,-5.895300458516119
-0.004989975580210734,-0.004754257886142095,-4.7238246015361165
-0.004956482883430632,-0.004741132425098757,-4.34482400921398
-0.004904999735602732,-0.0047514457557842685,-3.130560409695808
-0.004881248404641138,-0.004783190247034469,-2.0088745640036314
-0.004871071354628831,-0.004834429826605258,-0.7522272895623651
-0.0049247176842749305,-0.004903247564848348,-0.43596650210302146
-0.004914923170755432,-0.004987690053737316,-1.480529409185038
-0.004987788719044629,-0.005085709354368209,-1.9632073618053276
-0.005085787906334641,-0.0051951038247189316,-2.149439190103301
-0.005190601635599139,-0.0053134599096465035,-2.3669370657296342
-0.005302821506083431,-0.005438097962745886,-2.5510279104673708
-0.005413932998105532,-0.005566026322794702,-2.809294550604737
-0.005549897500437037,-0.005693909076871749,-2.5948511017252383
-0.005647974714242936,-0.005818054024027949,-3.011332705794725
-0.005797231455435134,-0.0059344280410389486,-2.3665880284146215
-0.005967893655401436,-0.006038707007307374,-1.1865719463993116
-0.006152567160065139,-0.006126366302224989,-0.4258524475801535
-0.00621443292723773,-0.006192815328844463,-0.3478611587956411
-0.006259098222220531,-0.00623357539204604,-0.40777168320961416
-0.006271702200802531,-0.006244494712145977,-0.4338134653949696
-0.006241641392691524,-0.0062219879290779795,-0.3148765264944167
-0.006144926119867028,-0.006163281112474009,-0.2987015994812011
-0.006119119453612633,-0.006066638320492916,-0.8576582548773852
-0.006057253568500939,-0.005931543494141954,-2.0753642378900166
-0.00592625673350123,-0.00575881299630393,-2.8254553376119738
-0.005666858690944729,-0.0055506198177688384,-2.051204724085189
-0.005388638423215228,-0.0053104198944140465,-1.451545319207201
-0.00515179190704354,-0.005042782721603502,-2.115946983242878
-0.0048736902552853276,-0.004753140477283729,-2.473480498085956
-0.004568340002202333,-0.00444747996472452,-2.645600752561062
-0.004258687036908439,-0.004132008027137847,-2.974602469557221
-0.00397046594929653,-0.0038128226651329977,-3.970397584985272
-0.003609594180906242,-0.0034956189370540652,-3.1575639293490236
-0.0032862021059976293,-0.003185451826204666,-3.0658576844401773
-0.0029252427525382346,-0.0028865692227619463,-1.322062237150447
-0.0025963095303104325,-0.0026023187681562185,-0.23145305964606971
-0.0022788731662032394,-0.0023351240752208166,-2.468365060934705
-0.0020083410467463467,-0.00208651977609136,-3.8927018631456125
-0.0017809021679390316,-0.001857231360196214,-4.285984577441172
-0.0015731832924242295,-0.0016472847121417888,-4.710285195272525
-0.0013962286672121321,-0.0014561311499765098,-4.290306034468245
-0.0012302803522210373,-0.0012827759431466995,-4.266961658852097
-0.0010548558422155338,-0.0011259011074394726,-6.735068658739289
-0.0008545282131510387,-0.0009839761969903243,-15.148473958741674
-0.0006848296319117361,-0.0008553534691467524,-24.90018382513479
-0.0005562306606463271,-0.0007383459774520373,-32.74097055241371
-0.00046508596474613417,-0.0006312887763771577,-35.73593361858271
-0.0003483752244634389,-0.0005325845182534775,-52.87669181232803
-0.00023450005016053405,-0.0004407353631111083,-87.94680973815983
-0.0001549833011792387,-0.0003543634045150984,-128.64618434296736
-0.0001118100083162335,-0.00027222183941574135,-143.46822213429525
-3.762119054977198e-05,-0.00019319896658073765,-413.53762004192777
3.7052025733910754e-05,-0.00011631685817634074,413.92847185109565
9.314906443782384e-05,-4.072626592271922e-05,143.72160490125333
9.719618709447264e-05,3.430096635354679e-05,64.70955561229272
0.00011309293270485993,0.00010938098508513766,3.282210064716762
0.00015282731228145885,0.00018502774975805159,21.06981860499507
0.00019734140313616005,0.0002616630518662774,32.59409718787559
0.0002530801429155641,0.00033962636188772377,34.19715904026274
0.00027266172338276384,0.00041918428107398653,53.73785358406673
0.0002865223839456643,0.0005005394931616655,74.69472586008746
